Sentences,Labels
1976 deep throat clone provides leading lady a second larynx ,ENTY:other
line luggage named a famous american flier ,ENTY:other
is word whose letters can rearranged form different word ,ENTY:word
chapter gone the wind rhett butler leaving scarlett o hara ,NUM:ord
many american actors nominated the best actor oscar 1983 ,NUM:count
did lucelly garcia  former ambassador columbia honduras  die ,NUM:date
hemingway s  old man the sea   kind fish the old man catch ,ENTY:animal
long the longest sneezing attack ,NUM:period
can get rich quick ,DESC:manner
is word  qigong  pronounced ,DESC:manner
program i need run .tbk file ,ENTY:cremat
is seafaring name the southern tip south america ,LOC:other
two new york yankee pitchers swapped wives families ,HUM:ind
are 10 plagues egypt ,ENTY:dismed
is history hot wheels cars  how they produced ,DESC:desc
is rounded part the top a matchbook called ,ENTY:termeq
did nixon visit china ,NUM:date
s third month the gregorian calendar ,NUM:date
country owns corsica ,LOC:country
many queen bees reign a hive ,NUM:count
sport features slotbacks  tailbacks  touchbacks ,ENTY:sport
meat complemented sweet potatoes peas the first tv dinner ,ENTY:food
is ram the computer ,ABBR:exp
is  repeating voter  ,DESC:def
are dingoes ,DESC:def
can find world atlas map online no charge ,LOC:other
leoncavallo opera features prologue a clown ,ENTY:cremat
can get someone s email address ,DESC:manner
chapter the bible the verses ,NUM:ord
ocean the titanic sink ,LOC:other
did p.t. barnum bill diminutive charles s. stratton ,DESC:manner
what year the wall built ,NUM:date
name one king henry viii s wives .,HUM:ind
southwestern state dubbed silver state ,LOC:state
are pomegranates ,DESC:def
do pharmacists work raised floors ,DESC:reason
does robin williams ,HUM:title
country the allies invade world war ii s operation avalanche ,LOC:country
famed river hernando de soto first european see ,LOC:other
chess outcome results a player no legal move ,ENTY:sport
do find epicenter ,DESC:manner
was christ born ,NUM:date
do quality drinks begin ,LOC:other
order top  the four stripes a can pepsi what colors ,ENTY:color
kind substance dextropropoxyphen napsylate ,ENTY:substance
is french literary charcter is chiefly famous his enormous nose ,HUM:ind
were first used john l. sullivan james j. corbett 1892 ,ENTY:other
country surrounds san marino  world s smallest republic ,LOC:country
killed martin luther king ,HUM:ind
owns rights a tv program ,HUM:ind
did cool hand luke go jail ,DESC:reason
was v-8 juice slogan   tastebud  ,DESC:desc
was mae west s last film ,ENTY:cremat
letter gorbachev s middle name start ,ENTY:letter
invented astroturf ,HUM:ind
makes fat ,DESC:reason
name flying mammal .,ENTY:animal
season a hiemal activity normally take place ,NUM:date
direction the best surfing beaches face ,LOC:other
is world record the longest hair ,NUM:dist
english word contains most letters ,ENTY:word
do know i m jealous someone ,DESC:manner
democratic prankster waved train of station richard nixon spoke the caboose ,HUM:ind
does james bond like martinis ,DESC:manner
california bay s largest island angel island ,LOC:other
was name the flight fawaz younis hijacked ,ENTY:veh
former african leader held country s boxing title nine years ,HUM:ind
is wet dream ,DESC:def
california bridge don brown first cross  may 27  1937 ,LOC:other
camera company said   you haven t got time  ve got camera  ,HUM:gr
happened pepsi clear ,DESC:desc
much one ton cement cost ,NUM:money
is mexican hairless ,DESC:def
2th-century american poet wrote four-volume biography abraham lincoln ,HUM:ind
is oldest living thing earth ,LOC:other
piece jewelry pictured monopoly s luxury tax space ,ENTY:other
stopped making diary entries may 31  1669  thought he was going blind ,HUM:ind
journalist can found and around walden puddle ,HUM:ind
did socrates die ,DESC:manner
many sides an obelisk ,NUM:count
was edward albee s first full-length play ,ENTY:cremat
was lost regained poet john milton ,ENTY:other
woman pitcher struck ted williams hank aaron ,HUM:ind
can scientists predict weather observing clouds ,DESC:manner
songs popular 1948 ,ENTY:cremat
what year the cannon invented ,NUM:date
many languages the pope speak ,NUM:count
bay divides maryland s eastern western shores ,LOC:other
is real name the singer  madonna ,HUM:ind
frenchman claimed following  god not exist  would necessary invent . ,HUM:ind
color ernest hemingway s eyes ,ENTY:color
is origin the expression  four-letter word  ,DESC:desc
was first woman space ,HUM:ind
is only animal can turn stomach inside ,ENTY:animal
professional sports league originated college draft ,HUM:gr
is difference a board directors an advisory board ,DESC:desc
discovered imaginary numbers ,HUM:ind
does voices the simpsons ,HUM:ind
many feet high the hurdle front a runner s steeplechase water jump ,NUM:count
religion the members ,ENTY:religion
many calories there a glass water ,NUM:count
is richest person the world  without owning business ,HUM:ind
is svhs ,ABBR:exp
is chemical reactivity neon ,NUM:other
can find info alexander mackenzie ,LOC:other
is cultural origin the ceremony potlatch ,DESC:desc
georgia town scarlett o hara condemn being full pushy people ,LOC:city
many countries watch mtv europe ,NUM:count
is sap ,ABBR:exp
layer atmosphere contains of the ozone layer ,ENTY:other
is airport code los angeles international ,NUM:code
was claim fame explorer  launched february 1  1958 ,DESC:reason
the song  yankee doodle   did yankee doodle stick feather his cap call macaroni ,DESC:reason
do letters ce stand on many products  particularly electrical  purchased now ,ABBR:exp
did real st. nicholas live ,LOC:other
manufactures software   photoshop  ,HUM:gr
many eyes a bat ,NUM:count
do say 2 latin ,ENTY:termeq
was dwight eisenhower s favorite card game ,ENTY:sport
is high pitched sound you hear your ear every now then  then goes away  a ,ENTY:other
is origin the word nevermind ,DESC:desc
was second man walk the moon ,HUM:ind
is power steering ,DESC:def
did dikembe mutombo go college ,LOC:other
author appointed u.s. ambassador spain 1842 ,HUM:ind
body water the yukon river empty ,LOC:other
is westview high s band director funky winkerbean ,HUM:ind
does chick breathe inside egg ,DESC:manner
is mark mcgwire s e-mail address ,LOC:other
many maids milking ,NUM:count
kentucky horse park located near city ,LOC:city
is celtic symbol  life  ,ENTY:symbol
kind fruit a yellow transparent ,ENTY:food
song put james taylor the limelight ,ENTY:cremat
drink formed tequila  orange juice galliano ,ENTY:food
name four comic strips pilots .,ENTY:cremat
geological time we live ,NUM:date
do dunk ,DESC:manner
is massive north korean nuclear complex located ,LOC:other
do plants make food ,DESC:manner
is microsoft s corporate headquarters located ,LOC:other
did hohenzollerns build power around 17 ,DESC:manner
was china s first nuclear test ,NUM:date
is name given a group geese ,ENTY:animal
was washington  dc originally called district columbia ,DESC:reason
do find snowboarding website ,DESC:manner
singer s hit song inspired dolly parton stallone movie rhinestone ,HUM:ind
much can person fined having dog a beach ,NUM:money
do movie tv stars get paid much ,DESC:reason
is turnkey contract ,DESC:def
are people to help prevent extinction birds ,DESC:desc
is mile 528 feet ,DESC:reason
asian gulf the destroyers maddox c turner joy shot in ,LOC:other
is carbon dioxide removed natural gas ,DESC:manner
is edmund kemper ,HUM:desc
was mao  chinese leader s  full name ,HUM:ind
is dick clark s birthday ,NUM:date
is director international group called the human genome organization  hugo  is trying coordinate gene-mapping research worldwide ,HUM:ind
radio station paul harvey work ,HUM:gr
character narrates treasure island ,HUM:ind
is correct way abbreviate cc. the bottom a business letter ,ABBR:abb
starred charlie chaplin modern times the great dictator ,HUM:ind
seven digits follow area code the number long distance information ,NUM:code
catch-22 character elected mayor half dozen italian cities ,HUM:ind
does uncle duke s girl friend  honey  room ,HUM:ind
called upon surrender  american general replied   sir  have yet begun fight .  ,HUM:ind
was bar-code invented ,NUM:date
has be produced a writ habeas corpus ,ENTY:other
team babe ruth play first major league game ,HUM:gr
class categorized the bourgeoisie ,ENTY:other
relative leo tolstoy translated war peace eight times ,HUM:ind
does nintendo  zapper  work ,DESC:manner
many cards each player dealt contract bridge ,NUM:count
was second person ever wear iron man s armor ,HUM:ind
is interlata internet service ,DESC:def
is director editor the movie big starring tom hanks ,HUM:ind
is  fourth dimension  ,DESC:def
is homelite inc. home page ,LOC:other
old stevie wonder he signed motown records ,NUM:period
is  alternative  anymore ,DESC:def
do call hamburger hamburger there no ham ,DESC:reason
won two gold medals skiing the olympic games calgary ,HUM:ind
year the avery dennison company founded ,NUM:date
does u.s. rank among world countries area ,NUM:ord
are four railways monopoly ,HUM:gr
are names all seas the world what ocean they drain ,LOC:other
does bmw stand ,ABBR:exp
name highest mountain .,LOC:mount
is biologist ,DESC:def
revelation alexander butterfield make the senate watergate committee ,DESC:desc
island home statues called mauis ,LOC:other
is fear black people ,ENTY:dismed
s most extensively grown eaten food ,ENTY:food
was worst hurricane ,ENTY:event
can get started writing television ,DESC:manner
was pythagoras born ,LOC:other
1927 silent film received international revival 1981 ,ENTY:cremat
is price aaa s liability auto insurance ,NUM:money
is lmds ,ABBR:exp
are top ten richest people the world ,HUM:ind
is leader brunei ,HUM:ind
is capital italy ,LOC:city
game garry kasparov play ,ENTY:sport
do get pointsettia turn red ,DESC:manner
is kept fort knox is valuable ,ENTY:other
is greatest hiking web site ,LOC:other
is population arcadia  florida ,NUM:count
stephen king novel set a graveyard pets ,ENTY:cremat
were head writers the smothers brothers comedy hour ,HUM:ind
portrayed prewett from to eternity ,HUM:ind
was sequel the pink panther ,ENTY:cremat
many people live cities ,NUM:count
high must mountain to called mountain ,NUM:dist
scottish poet penned mouse to a louse ,HUM:ind
is name the inventor silly putty ,HUM:ind
ocean surrounds madeira islands ,LOC:other
famous communist leader died mexico city ,HUM:ind
was john steinbeck s travelling companion charley ,ENTY:other
are capital cities two large countries occupy the iberian peninsula europe ,LOC:city
many mines can still found the falklands the war ended ,NUM:count
can get touch michael moore  roger &  ,DESC:manner
is  qigong  properly pronounced ,DESC:manner
many gallons water go niagra falls every second ,NUM:count
turns blue litmus paper red ,ENTY:other
was first woman run mile less 4 36893 minutes ,HUM:ind
many copies an album must sold it be gold album ,NUM:count
is  soft drink adults  ,ENTY:food
is only vegetable starts  z  ,ENTY:food
is fear machinery ,ENTY:dismed
awarded flying fickle finger fate ,HUM:ind
sinclair lewis   main street   was name the typical american town ,LOC:city
hide-and-seek game played around tin can ,ENTY:sport
is largest city texas ,LOC:city
future deer hunter portrayed annie hall s neurotic brother  duane ,HUM:ind
drink the best thirst-quencher ,ENTY:food
can get map prussia the internet ,LOC:other
was longest war u.s. history ,ENTY:event
is  node  computer terms ,DESC:def
are five richest countries the world ,LOC:country
is mccarren airport ,LOC:other
are top boy names the u.s. ,HUM:ind
many tiles the space shuttle columbia lose its second flight ,NUM:count
many teaspoons make a tablespoon ,NUM:count
lyricist who was the composer gilbert sullivan ,HUM:ind
was lawyer randy craft ,HUM:ind
is origin the word marijuana ,DESC:desc
was 3rd president the united states ,HUM:ind
organ contains islands langerhans ,ENTY:body
name dick tracy s two children .,HUM:ind
is fear points ,ENTY:dismed
fraction a beaver s life spent swimming ,NUM:perc
can sql queries improved ,DESC:manner
is most radioactive food ,ENTY:food
was previous name the commonwealth ,HUM:gr
much will gas taxed california the year 2000 ,NUM:money
gave king arthur round table ,HUM:ind
state united states covers the largest area ,LOC:state
do make computer chip ,DESC:manner
became president the u.s. 1789 ,HUM:ind
wrote  scarlet letter  ,HUM:ind
did sara jane moore try assassinate ,HUM:ind
is linux ,DESC:def
many dots make the symbol   ,NUM:count
title shevardnadze during soviet era ,HUM:title
did pyramid-builders egypt mainly eat ,ENTY:food
s international radio code word the letter f ,ENTY:word
are 28 tenses the english language ,ENTY:other
king signed magna carta ,HUM:ind
software offers inventors use cad-like design ,ENTY:cremat
is agent orange ,DESC:def
name child left a doorstep the beginning gasoline alley .,HUM:ind
many zip codes there the u.s. ,NUM:count
beetle bailey  can name sarge s dog ,ENTY:animal
shouldn t remove bee stinger tweezers ,DESC:reason
college dikembe mutombo play basketball ,HUM:gr
did europeans first come australia oceania ,DESC:reason
did confederate constitution say slavery ,DESC:desc
long it take milky way galaxy make one revolution ,NUM:period
many people pets ,NUM:count
web sites linked the report genesis eldercare ,LOC:other
is fear lice ,ENTY:dismed
long it take different materials decompose ,NUM:period
many colors there a rainbow ,NUM:count
was darth vader s son named ,HUM:ind
problems contributed the high failure rate plains farmers the 1800s ,DESC:reason
british female pop singing star the 1960s early 1970s a child actress the 1940s 50s ,HUM:ind
is mccarren airport located ,LOC:other
effective condoms protecting aids ,DESC:manner
part britain comprises highlands  central lowlands  southern uplands ,LOC:other
many marx brothers there ,NUM:count
tall the matterhorn ,NUM:dist
country proud claim volcano national park ,LOC:country
was babe ruth born ,NUM:date
portrayed field marshal erwin rommel the desert fox ,HUM:ind
tv quiz show left air 1975 the tune vera lynn s ll meet ,ENTY:cremat
direction most baseball pitchers pitch toward ,LOC:other
many beanie baby sites there ,NUM:count
can call friend another country i not know telephone number ,DESC:manner
is 55 times sweeter cane sugar ,ENTY:food
are diamonds mined ,LOC:other
do get teflon stick the pan ,DESC:manner
much money the marcos steal their country ,NUM:money
makes  cross-your-heart bra  ,HUM:ind
is archie bunker s son-in-law ,HUM:ind
company produces spumante ,HUM:gr
is origin music ,DESC:desc
does  b.y.o.b.  mean ,ABBR:exp
major airline the best safety record the world ,HUM:gr
president became chief justice his presidency ,HUM:ind
many innings constitute official baseball game ,NUM:count
city a newspaper called plain dealer ,LOC:city
u.s. state boasts leif ericson park ,LOC:state
many flavors baskin & robbins offer ,NUM:count
was chief engineer the starship enterprise ,HUM:ind
does crosstalk relate insb thickness infrared detectors ,DESC:manner
mayor made many tv appearances was asked join aftra 1984 ,HUM:ind
type submarine bought recently south korea ,ENTY:veh
much miles a ten k run ,NUM:count
was beethoven born ,NUM:date
is most sexy celebrity ,HUM:ind
detective lives punchbowl hill has 11 children ,HUM:ind
did ukulele originate ,LOC:other
rotary engines used be made whom ,HUM:ind
does seccession mean ,DESC:def
portrayed title character film the day the jackal ,HUM:ind
is name the gulf sweden finland ,LOC:other
was first x-man die battle ,HUM:ind
will weather today ,DESC:desc
is president ghana ,HUM:ind
sex denied voting rights kuwait ,ENTY:other
two countries andorra nestled ,LOC:country
long ago the roe vs. wade decision the supreme court ,NUM:period
terrorist group headed donald defreeze ,HUM:gr
are four largest mountain ranges the continental united states ,LOC:mount
is size the student body the university massachusetts amherst ,NUM:other
can determine radius an ellipse ,DESC:manner
starred movie the war the worlds ,HUM:ind
many different kinds ice cream there ,NUM:count
actor  had greatest fame tv  became father triplets ,HUM:ind
is homelite inc. home page ,LOC:other
is golden rule ,DESC:def
is movie kevin costner made sioux indians ,ENTY:cremat
were millions kids wearing their heads 1955 ,ENTY:other
does color affect person psychologically ,DESC:manner
is columbia tristar s phone number ,NUM:code
type animal the easiest kept pet is ,ENTY:animal
is sound ,DESC:def
was name the horse fell queen elizabeth  prince albert s wife ,ENTY:animal
are current immigration laws us ,DESC:desc
were five opening words ben casey ,ENTY:word
does say children s cough syrup to drive using medication ,DESC:reason
hair color can use just cover little gray ,ENTY:color
was tesla born ,LOC:other
does larry king for living ,HUM:title
shot lee harvey oswald ,HUM:ind
did jaco pastorius die ,NUM:date
blood sport features movement called veronica ,ENTY:sport
was spawned term  mig alley  ,ENTY:termeq
s most common street name america ,LOC:other
is difference khaki chino ,DESC:desc
is origin infinity ,DESC:desc
alloy copper tin form ,ENTY:substance
plants found an estuary ,ENTY:plant
are side effects mevacor ,DESC:desc
are top 5 tallest buildings the world ,LOC:other
colin powell best known what achievement ,DESC:reason
was name the computer  2001  space odyssey  ,ENTY:product
portrayed renaud casablanca ,HUM:ind
country problems hooligans ,LOC:country
planet percival lovell discover ,LOC:other
often brain cells replaced ,NUM:count
much mercury spend advertising 1993 ,NUM:money
kind rocket launched surveyor spacecraft ,ENTY:veh
country contains westernmost point south america ,LOC:country
did abolitionists try end ,ENTY:other
s american dollar equivalent 8 pounds the u.k. ,NUM:count
should cigarette smoking banned ,DESC:reason
year charles dicken die ,NUM:date
d.h. lawrence novel originally titled tenderness ,ENTY:cremat
rock group raised ruckus the white house singing american woman ,HUM:gr
is fear night darkness ,ENTY:dismed
is origin the rock band led zeppelin s name ,DESC:desc
was lawrence,DESC:manner
do know i pregnant ,DESC:manner
did last americans leave vietnam ,NUM:date
famed clown appeared an early howdy doody show insisted clarabell made as real clown ,HUM:ind
group formed 1969 police met resistance patrons the stonewall  greenwich village gay bar ,HUM:gr
was confucius ,HUM:desc
snack food ridges ,ENTY:food
s most popular four-player game all time ,ENTY:sport
s meaning the name tatiana ,DESC:def
many people died the estonia sank 1994 ,NUM:count
southern california town named a character made famous edgar rice burroughs ,LOC:city
many colors there a rainbow ,NUM:count
is habitat the chickadee ,LOC:other
drug often used treat aids patients ,ENTY:dismed
of five senses develops first ,ENTY:other
did name root beer come ,DESC:desc
city s kickoff point climbs mount everest ,LOC:city
is average salary a paleontologist ,NUM:money
is largest post office building the world ,LOC:other
is currently most popular singer the world ,HUM:ind
was first animal space ,ENTY:animal
is correct way mount roll toilet paper ,ENTY:techmeth
jules verne novel features scientists held captive the submarine nautilus ,ENTY:cremat
is rush s 2112 called 2112 ,DESC:reason
s state motto california ,DESC:desc
function homeostasis on existence an organism ,DESC:reason
company started making pies  wound manufacturing plastic throwing toys ,HUM:gr
does acronym cpr mean ,ABBR:exp
jewish alphabet called ,ENTY:termeq
are baltic states ,DESC:def
many endangered species there the world ,NUM:count
large u.s. city the highest murder rate 1988 ,LOC:city
was bandleader mentor ella fitzgerald whom cowrote  a_tisket  a-tasket  ,HUM:ind
invented basketball ,HUM:ind
has tv affected society ,DESC:manner
was last major eruption mount st. helens ,NUM:date
was name humphrey bogart s club casablanca ,HUM:gr
u.s. government agency registers trademarks ,HUM:gr
is osmosis ,DESC:def
format the major competition vhs ,ENTY:other
hockey player ronald reagan joke would swap texas ,HUM:ind
is world s deadliest infectious disease ,ENTY:dismed
infectious disease the world s deadliest ,ENTY:dismed
president buried his ancestral home overlooking hudson river hyde park  new york ,HUM:ind
much the first barbie doll sell in 1959 ,NUM:money
country general douglas mcarthur when was recalled president truman ,LOC:country
are five popular usenet groups ,HUM:gr
are seven deadly sins ,DESC:desc
is latitude longitude el paso  texas ,NUM:other
does name melissa mean ,DESC:def
nature snow how is the formation snow different that ice ,DESC:desc
many head injuries there recreational ice skating year ,NUM:count
normal human pregnancy lasts many months ,NUM:count
kind sports team the buffalo sabres ,ENTY:sport
impenetrable system french fortifications built along german frontier world war ii ,ENTY:other
are new computer games windows 95 98 ,ENTY:sport
domesticated wild turkey ,HUM:ind
can get someone s phone number i have screen name ,DESC:manner
european race sees winner its mountain stage awarded jersey large red polka dots ,ENTY:sport
country ileana cotrubas come ,LOC:country
s motto the boy scouts ,DESC:desc
two european countries joined the gran san bernardo pass ,LOC:country
movie steven spielberg direct 1975 ,ENTY:cremat
kind creatures the canary islands named ,ENTY:animal
was name the us helicopter pilot shot over north korea ,HUM:ind
s male  cuckquean  ,DESC:def
are factors leading the high teen pregnancy rate spartanburg  south carolina ,DESC:reason
name designer the shoe spawned millions plastic imitations  known  jellies  .,HUM:ind
does rca stand ,ABBR:exp
are ice cream sundaes called sundaes ,DESC:reason
s singular dice ,ENTY:word
is olive oyl s brother ,HUM:ind
12-hour cold medicine uses formula  6  6  12  its ads ,ENTY:dismed
was first video ever made ,ENTY:cremat
s favorite food dragonflies ,ENTY:food
king boycotted prince charles s wedding ,HUM:ind
does nicholas cage for living ,HUM:title
was nickname model leslie hornby ,HUM:ind
is taj mahal ,LOC:other
s distinctive a palmiped s feet ,DESC:desc
139 papal court forced move rome where ,LOC:other
is first day the week ,NUM:date
is goulash ,DESC:def
capital built around monument circle contains soldiers sailors monument ,LOC:city
name men s cologne is associated the sea .,ENTY:other
does parachute work ,DESC:manner
is first book the old testament ,ENTY:cremat
many them in sub-saharan africa ,NUM:count
is history spartacus  roman slave gladiator ,DESC:desc
famed wall supports badaling turret ,LOC:other
portrayed fatman the television show   jake the fatman  ,HUM:ind
is object-oriented design ,DESC:def
does melissa mean ,DESC:def
is form drag ,DESC:def
were john f. kennedy s dogs ,ENTY:animal
are good science sites the internet ,LOC:other
woman time s man the year 1952 ,HUM:ind
currents affect area the shetland islands orkney islands the north sea ,DESC:reason
wrote ugly duckling ,HUM:ind
designed london bridge ,HUM:ind
many miles there tel aviv  israel memphis  tennessee ,NUM:count
many flavors ice cream howard johnson s ,NUM:count
weapon the crossed slits english castles accommodate ,ENTY:other
can stop slow aging ,DESC:manner
are busiest amtrak rail stations the u.s. ,LOC:other
many freckles howdy doody on face ,NUM:count
does cos cob  ct get name ,DESC:manner
was considered be father psychology ,HUM:ind
did super president gain powers the animated series ,DESC:manner
tall the animated king kong ,NUM:dist
are values ,DESC:def
is population japan ,NUM:other
name american made motorcycle .,ENTY:veh
was largest concentration camp world war ii ,LOC:other
much alaska cost bought russia ,NUM:money
many events make the decathlon ,NUM:count
causes blue balls ,DESC:reason
were first bodies visited spacecraft ,LOC:other
succeeded nikita khrushchev first secretary the communist party ,HUM:ind
was chosen be first black chairman the military joint chiefs staff ,HUM:ind
name lady the great gatsby pines ,HUM:ind
does chef coddle eggs ,ENTY:other
many bails there a cricket wicket ,NUM:count
city martin luther king jr. assassinated ,LOC:city
celebrity couple  going a divorce  divided toilet paper two equal piles ,HUM:ind
s bernini-bristol hotel ,LOC:other
said  contemptible scoundrel stole cork my lunch  ,HUM:ind
is capital kosovo ,LOC:city
kind company 7-eleven ,HUM:gr
many letters appear the numbers 2 9 a telephone dial ,NUM:count
were first three cities have population more a million ,LOC:city
did months the year get name ,DESC:manner
scale measures earthquakes ,ENTY:other
is glory hole ,DESC:def
kind education you need become athletic trainer the nfl ,ENTY:other
are major companies are part dow jones ,HUM:gr
college joe namath play football ,HUM:gr
was minimum wage 1991 ,NUM:money
country the biggest producer tungsten ,LOC:country
does make colors ,DESC:manner
would happen canada quebec separated ,DESC:desc
is jimmy buffett concert coming the e center camden nj ,NUM:date
is  last chance animals  ,DESC:desc
european country abandoned postage stamps 1923 printing cost than face value ,LOC:country
is weather like the moon ,DESC:desc
was 1st u.s. president ,HUM:ind
is main language sao paulo  brazil ,ENTY:lang
much varian associates try sell vacuum products division the boc group ,NUM:money
is abbreviation the international olympic committee ,ABBR:abb
many people hike ,NUM:count
are boxcars ,DESC:def
do keep cats of flower garden good ,DESC:manner
played maria the film west side story ,HUM:ind
is common anti-aids drug ,ENTY:dismed
bestowed great power upon captain britain ,HUM:ind
can tell figs ripe ,DESC:manner
do love thee ,DESC:manner
type soda the greatest amount caffeine ,ENTY:food
nationality a sicilian ,LOC:country
is most common boy s girl s name ,HUM:ind
was accused the trial the century  opened janurary 1  1935 ,HUM:ind
color the hundred billionth crayon made crayola ,ENTY:color
soft drink tells us  go hawaiian  ,ENTY:food
does hydroelectric dam work ,DESC:manner
is oldest building the united states ,LOC:other
is west virginia state animal ,ENTY:animal
many people died south carolina highways 1998 ,NUM:count
are binomial coefficients ,DESC:def
was living room war ,DESC:def
are translations the phrase  thank-you  ,ENTY:termeq
is president nixon s birthdate ,NUM:date
is  great american family cereal  ,ENTY:food
was suzy parker to earn $1  000 the early 1950 s ,DESC:desc
many people died the vietnam war ,NUM:count
year montana become state ,NUM:date
was ussr dissolved ,NUM:date
are letters the telephone  are no q z ,DESC:reason
japanese city once called edo ,LOC:city
did seven mules block ,HUM:ind
is world s largest distilling company ,HUM:gr
s name the actress starred the movie   silence the lambs  ,HUM:ind
is one s corpus callosum found ,LOC:other
did napolean defeat jena auerstadt ,HUM:ind
household products there adult acne ,ENTY:product
british prime minister u.s. president seventh cousins once-removed ,HUM:ind
is most expensive car the world ,ENTY:product
is angelus ,DESC:def
many objects orbit earth ,NUM:count
was tragedy struck city dogtown 1899 ,ENTY:event
s oldest capital city the americas ,LOC:city
leon uris novel dealt the russian capture berlin ,ENTY:cremat
is location edinburgh  scotland ,LOC:other
many muscles the average adult use going a walk ,NUM:count
long you live a community to vote ,NUM:period
was name the titanic s captain ,HUM:ind
name heroine  scruples  ,HUM:ind
big the chappellet vineyard ,NUM:volsize
jackson pollock a native what country ,LOC:country
makes sperm ,DESC:reason
do know much money save retirement ,DESC:manner
does dot the letter mean ,DESC:def
wrote godfather ,HUM:ind
is origin the term soda jerk ,DESC:desc
is frequency vhf ,NUM:other
sport chris jogis play ,ENTY:sport
island the target the u.s. s operation urgent fury ,LOC:other
is fear robbers ,ENTY:dismed
nevil shute novel about doomed survivors a nuclear war ,ENTY:cremat
is cause endangered species ,DESC:reason
of following tv newsmen a rhodes scholar ,HUM:ind
did warlock wear his forehead marvel comics ,ENTY:other
is softest part the body ,ENTY:body
six-foot temperance advocate wielded hatchet saloons ,HUM:ind
many islands fiji ,NUM:count
line divided north south the u.s. civil war ,ENTY:other
is definition cecum ,DESC:def
invented volleyball ,HUM:ind
s most powerful country the world ,LOC:country
do do ,DESC:manner
name ballet company mikhail baryshnikov danced ,HUM:gr
led normans victory the battle hastings ,HUM:ind
is origin the word  teddy bear  ,DESC:desc
percentage the world s plant animal species can found the amazon forests ,NUM:perc
s name the star the cooking show   galloping gourmet  ,HUM:ind
invented horoscope ,HUM:ind
nutrients for healthy bones teeth ,ENTY:food
are fortune 500 companies ,DESC:def
is difference ninjitsu kung fu ,DESC:desc
king forced agree the magna carta ,HUM:ind
many electoral college votes colorado ,NUM:count
were babe ruth s christian names ,HUM:ind
many bottles wine prisoners the bastille allowed per day ,NUM:count
do lobsters like live ,LOC:other
was first elected mayor washington  d.c. ,HUM:ind
are wolverine habits ,ENTY:other
do fix squeaky floors ,DESC:manner
was big thompson flood ,NUM:date
good mosquitoes ,DESC:desc
do get bubblegum of carpet ,DESC:manner
s played wembley stadium  london  every may ,ENTY:sport
wrote sci-fi trilogy foundation  foundation empire  second foundation ,HUM:ind
many hours work it take typist complete 100-page screenplay ,NUM:count
is alice cooper s real name ,HUM:ind
is peloponnesian league ,DESC:def
two cities usually mark extremes english channel swims ,LOC:city
many times the tide ebb flow day ,NUM:count
invented television ,HUM:ind
are tannins ,DESC:def
does general mills manufacture cheerios ,DESC:manner
was jimmy durante s theme song ,ENTY:cremat
name person burst the screen the lite beer commercials .,HUM:ind
delicacy known indelicately pickled roe ,ENTY:food
after-dinner treat invented 1916 the george jung noodle factory los angeles ,ENTY:food
u.s. vice-president killed alexander hamilton a duel ,HUM:ind
s fahrenheit equivalent zero degrees centigrade ,NUM:temp
many muscles an oyster ,NUM:count
card game derived name biritch  russian whist ,ENTY:sport
wrote  much ado nothing  ,HUM:ind
is collective noun geese ,ENTY:word
personality traits capricorns said have ,DESC:desc
can get information concerning child custody files the state utah ,LOC:other
was john f. kennedy s 1960 campaign song ,ENTY:cremat
louisiana senator won seat had held his father mother ,HUM:ind
hymn john steinbeck get title grapes wrath ,ENTY:cremat
invention the principle conservation energy make impossible ,ENTY:techmeth
s highest-ranking suit bridge ,ENTY:other
won oscars her roles gone the wind a streetcar named desire ,HUM:ind
writer famous physically putting into center his subject matter ,HUM:ind
s lead singer the led zeppelin band ,HUM:ind
dana s  two years the mast   seafarers lived an abandoned oven the beach san diego ,HUM:ind
plays cop the movie  kindergarten cop  ,HUM:ind
many characters makes a word typing test purposes ,NUM:count
non-mechanical sport achieves highest speeds ,ENTY:sport
was 1940 annual salary a boilermaker ,NUM:money
created billy pilgrim  survivor the dresden firestorm ,HUM:ind
indoor sport saw phoenix inferno become phoenix pride july 14  1983  the temperature hit 111 degrees ,ENTY:sport
country saw origin the asian flu ,LOC:country
is richest woman the world ,HUM:ind
can take test will tell what should when grow ,LOC:other
caused death bob marley ,DESC:reason
s mrs. bridges s job tv s upstairs  downstairs ,HUM:title
daily newspaper will  help see clearer across usa  ,ENTY:cremat
lake scotland said hold one more monsters ,LOC:other
were 1974 oscar winners ,HUM:ind
kind business 7-eleven ,HUM:gr
is sinn fein ,DESC:def
is name the rare neurological disease symptoms as  involuntary movements  tics  swearing  incoherent vocalizations  grunts  shouts  etc. ,ENTY:dismed
do river otters eat ,ENTY:food
wrote book   huckleberry finn  ,HUM:ind
would use heimlich maneuver ,HUM:ind
famed library can reach dialing 22-287-5 ,LOC:other
five-time winner the kentucky derby lost first 25 races ,ENTY:animal
did vasco da gama discover ,ENTY:other
is megan s law ,DESC:def
can get complete listing showtimes my area ,LOC:other
s montenegro ,LOC:other
is usenet the internet ,DESC:def
are field effect transistors ,DESC:def
was killer whale died sea world a fungal infection named ,ENTY:animal
is witch hazel ,DESC:def
is state tree nebraska ,ENTY:plant
is glasgow ,LOC:other
